0,New Mexico Highlands,N Mex State,Mon Nov  7,,0,Florida Gulf Coast,74,USC,61,20221107,18.5,,,ETSU,0,E Tenn St,,,Fla Atlantic,0,1
0,N Florida,Gonzaga,Mon Nov  7,,0,LeTourneau,40,Stephen F. Austin,93,20221107,NL,,,Eastern Washington,0,E Washingtn,,,Fla Gulf Cst,0,1
0,Shorter,Jksnville St,Mon Nov  7,,0,Fisk,75,Tennessee State,85,20221107,NL,,,Earlham,1,Earlham,,,Florida Intl,0,1
0,Fla Gulf Cst,USC,Mon Nov  7,,0,Utah Valley,58,Utah State,75,20221107,9,,,East-West,0,East-West University,,,Florida National,0,1
0,Nicholls St,Arizona,Mon Nov  7,,0,Delaware State,57,Virginia Tech,95,20221107,34,,,Eastern Nazarene,1,Eastern Nazarene,,,Florida St,0,1
0,CS Fullerton,San Diego St,Mon Nov  7,,0,Colorado Christian,69,Wyoming,102,20221107,NL,,,Eastern Oregon,1,Eastern Oregon,,,Framingham State University,0,1
0,Life Pacific,Loyola Mymt,Mon Nov  7,,0,Bethesda University (CA),59,Cal Poly,94,20221107,NL,,,Ecclesia,0,Ecclesia College,,,Franciscan University,0,1
0,Oral Roberts,St Marys,Mon Nov  7,,0,San Diego Christian,35,Cal State Bakersfield,68,20221107,NL,,,Edward Waters,1,Edward Waters,,,Franklin College,0,1
0,E Washingtn,Santa Clara,Mon Nov  7,,0,La Sierra,55,Cal State Northridge,90,20221107,NL,,,Elon,1,Elon,,,Fredonia St.,0,1
0,Utah Tech,Nevada,Mon Nov  7,,0,Long Beach State,79,California Baptist,64,20221107,3.5,,,Emerson,1,Emerson,,,Fresno St,0,1
0,Rice,Pepperdine,Mon Nov  7,,0,Chapman,50,UC-Irvine,96,20221107,NL,,,Emory & Henry,1,Emory & Henry,,,GA Southern,0,1
0,Chapman,UC Irvine,Mon Nov  7,,0,Seattle,85,UC-San Diego,71,20221107,-3,,,Erskine,1,Erskine,,,GA Tech,0,1
0,Lg Beach St,Cal Baptist,Mon Nov  7,,0,San Francisco State,59,UCSB,75,20221107,NL,,,Eureka,1,Eureka,,,Gallaudet University,0,1
0,San Francisco State,UCSB,Mon Nov  7,,0,Fresno Pacific,56,Fresno State,69,20221107,22.5,,,Evansville,1,Evansville,,,Gard-Webb,0,1
0,Seattle,UC San Diego,Mon Nov  7,,0,Life Pacific,49,Loyola Marymount,99,20221107,NL,,,Fairleigh Dickinson,0,F Dickinson,,,Geo Mason,0,1
0,La Sierra University,Cal St Nrdge,Mon Nov  7,,0,Utah Tech,71,Nevada,84,20221107,12,,,Fairfield,1,Fairfield,,,Geo Wshgtn,0,1
0,San Diego Christian,CS Bakersfld,Mon Nov  7,,0,Southern,56,UNLV,66,20221107,14,,,Fairmont State,1,Fairmont State,,,Georgia College St. & U,0,1
0,Bethesda University,Cal Poly,Mon Nov  7,,0,Rice,67,Pepperdine,106,20221107,4.5,,,Fairleigh Dickinson-Florham,0,FDU-Florham,,,Georgia Southwestern State,0,1
0,Florida A&M,Oregon,Mon Nov  7,,0,Lewis & Clark,62,Portland,89,20221107,NL,,,Fisher College,1,Fisher College,,,Georgia St,0,1
0,TX Southern,San Francisco,Mon Nov  7,,0,Oral Roberts,70,Saint Mary's,78,20221107,9.5,,,Fisk,1,Fisk,,,Glenville St.,0,1
0,Fresno Pacific,Fresno St,Mon Nov  7,,0,Sonoma State,59,San Diego,81,20221107,NL,,,Florida Atlantic,0,Fla Atlantic,,,Grambling St,0,1
0,Southern,UNLV,Mon Nov  7,,0,Texas Southern,77,San Francisco,90,20221107,15,,,Florida Gulf Coast,0,Fla Gulf Cst,,,Grd Canyon,0,1
0,Lewis & Clark,Portland,Mon Nov  7,,0,Eastern Washington,72,Santa Clara,84,20221107,6.5,,,Florida,1,Florida,,,Hannibal LaGrange College,0,1
0,Sonoma State,San Diego,Mon Nov  7,,0,UC-Davis,75,California,65,20221107,6,,,Florida A&M,1,Florida A&M,,,Harris-Stowe State,0,1
0,LIU,Utah,Mon Nov  7,,0,Weber State,52,Washington,69,20221107,13.5,,,Florida College,1,Florida College,,,Hendrix College,0,1
0,UC Davis,California,Mon Nov  7,,0,Tulsa,70,Oregon State,73,20221108,NL,,,Florida International,0,Florida Intl,,,Hsn Christian,0,1
0,Weber State,Washington,Mon Nov  7,,0,Rider,65,Providence,66,20221108,12.5,,,Florida National University,0,Florida National,,,Illinois St,0,1
0,Sac State,UCLA,Mon Nov  7,,0,Rochester,65,Detroit,93,20221108,NL,,,Florida State,0,Florida St,,,Incar Word,0,1
0,Tulsa,Oregon St,Mon Nov  7,,0,Montana,63,Duquesne,91,20221108,3.5,,,Florida Tech,1,Florida Tech,,,Indiana St,0,1
0,Albany,Immaculata,Tue Nov  8,,0,Mercer,75,East Carolina,77,20221108,-1,,,Fordham,1,Fordham,,,Ithaca College,0,1
0,WI-Milwkee,Purdue,Tue Nov  8,,0,Sacred Heart,77,Hartford,70,20221108,-6.5,,,Framingham State,0,Framingham State University,,,IU-SouthBend,0,1
0,Rider,Providence,Tue Nov  8,,0,South Carolina State,77,South Carolina,80,20221108,25.5,,,Franciscan,0,Franciscan University,,,Jackson St,0,1
0,Montana,Duquesne,Tue Nov  8,,0,Coppin State,89,Georgetown,99,20221108,18.5,,,Franklin,0,Franklin College,,,James Mad,0,1
0,Mercer,E Carolina,Tue Nov  8,,0,Georgia Southern,48,San Jose State,63,20221108,3.5,,,Fredonia State,0,Fredonia St.,,,Jksnville St,0,1
0,S Car State,S Carolina,Tue Nov  8,,0,Milwaukee,53,Purdue,84,20221108,25,,,Fresno Pacific,1,Fresno Pacific,,,John Jay College,0,1
0,Sacred Hrt,Hartford,Tue Nov  8,,0,Champion Christian,55,Arkansas-Pine Bluff,87,20221109,NL,,,Fresno State,0,Fresno St,,,Johnson & Wales U. (RI),0,1
0,Rochester College,Detroit,Tue Nov  8,,0,Mercy,66,Fairleigh Dickinson,106,20221109,NL,,,Furman,1,Furman,,,Kansas St,0,1
0,Coppin State,Georgetown,Tue Nov  8,,0,District of Columbia,74,Howard,87,20221109,NL,,,Georgia Southern,0,GA Southern,,,Kennesaw St,0,1
0,GA Southern,San Jose St,Tue Nov  8,,0,Hampton,58,James Madison,106,20221109,16.5,,,Georgia Tech,0,GA Tech,,,La Grange,0,1
0,Hampton,James Mad,Wed Nov  9,,0,American,69,Marist,73,20221109,1.5,,,Gallaudet,0,Gallaudet University,,,LA Lafayette,0,1
0,Philadelphia Biblical,Norfolk St,Wed Nov  9,,0,Cairn,59,Norfolk State,87,20221109,NL,,,Gardner-Webb,0,Gard-Webb,,,LA Monroe,0,1
0,TN Martin,Youngs St,Wed Nov  9,,0,North American,68,Prairie View,95,20221109,NL,,,George Mason,0,Geo Mason,,,La Sierra University,0,1
0,Mercy College,F Dickinson,Wed Nov  9,,0,Pittsburgh-Greensburg,49,Robert Morris,84,20221109,NL,,,George Washington,0,Geo Wshgtn,,,LA Tech,0,1
0,North American,Prairie View,Wed Nov  9,,0,Rockford,56,Western Illinois,113,20221109,NL,,,Georgetown,1,Georgetown,,,Lane College,0,1
0,District of Columbia,Howard,Wed Nov  9,,0,Piedmont,56,Winthrop,78,20221109,NL,,,Georgia,1,Georgia,,,Le Tourneau,0,1
0,Pittsburgh-Greensburg,Rob Morris,Wed Nov  9,,0,Davidson,102,Wright State,97,20221109,-4,,,Georgia College,0,Georgia College St. & U,,,Lg Beach St,0,1
0,Piedmont,Winthrop,Wed Nov  9,,0,UT-Martin,72,Youngstown State,90,20221109,8.5,,,Georgia Southwestern,0,Georgia Southwestern State,,,Lincoln,0,1
0,Davidson,Wright State,Wed Nov  9,,0,IUPUI,48,Drake,80,20221109,27,,,Georgia State,0,Georgia St,,,Loyola Mymt,0,1
0,American,Marist,Wed Nov  9,,0,Kansas City,63,LSU,74,20221109,23,,,Georgian Court,1,Georgian Court,,,Loyola-Chi,0,1
0,Rockford,W Illinois,Wed Nov  9,,0,Missouri S&T,47,Missouri State,82,20221109,NL,,,Glenville State,0,Glenville St.,,,Loyola-MD,0,1
0,Champion Baptist,Ark Pine Bl,Wed Nov  9,,0,Monmouth,52,Seton Hall,79,20221109,19.5,,,Gonzaga,1,Gonzaga,,,LSU-Alexandria,0,1
0,UMKC,LSU,Wed Nov  9,,0,Mobile,59,South Alabama,97,20221109,NL,,,Goshen,1,Goshen,,,Lynchburg College,0,1
0,Lipscomb,South Dakota,Wed Nov  9,,0,Lipscomb,77,South Dakota,85,20221109,6,,,Goucher,1,Goucher,,,Maryland ES,0,1
0,Western State Colorado,Utah Val St,Wed Nov  9,,0,Western Colorado,64,Utah Valley,91,20221109,NL,,,Grambling,0,Grambling St,,,Master's College,0,1
0,Monmouth,Seton Hall,Wed Nov  9,,0,South Dakota State,68,Boise State,66,20221109,6.5,,,Grand Canyon,0,Grd Canyon,,,McDaniel College,0,1
0,IUPUI,Drake,Wed Nov  9,,0,Cal State Maritime,67,UC-Davis,90,20221109,NL,,,Greensboro,1,Greensboro,,,McNeese St,0,1
0,Missouri S&T,Missouri St,Wed Nov  9,,0,San Diego Christian,50,Grand Canyon,101,20221109,NL,,,Guilford,1,Guilford,,,Menlo College,0,1
0,Mobile,S Alabama,Wed Nov  9,,0,Bellarmine,67,Louisville,66,20221109,7.5,,,Gwynedd-Mercy,1,Gwynedd-Mercy,,,Mercy College,0,1
0,San Diego Christian,Grd Canyon,Wed Nov  9,,0,Florida A&M,54,Portland,91,20221109,24,,,Hampton,1,Hampton,,,Miami (OH) - Middletown,0,1
0,Bellarmine,Louisville,Wed Nov  9,,0,Florida Gulf Coast,73,San Diego,79,20221109,4.5,,,Hannibal-LaGrange,0,Hannibal LaGrange College,,,Michigan St,0,1
0,Cal Maritime,UC Davis,Wed Nov  9,,0,Puget Sound,55,Seattle,106,20221109,NL,,,Hardin-Simmons,1,Hardin-Simmons,,,Middle Georgia St.,0,1
0,S Dakota St,Boise State,Wed Nov  9,,0,North Dakota State,59,Kansas,82,20221110,24,,,Harding,1,Harding,,,Middle Tenn,0,1
0,Fla Gulf Cst,San Diego,Wed Nov  9,,0,North Dakota,61,Creighton,96,20221110,30,,,Harris-Stowe,0,Harris-Stowe State,,,Milwaukee School of Engineering,0,1
0,Puget Sound,Seattle,Wed Nov  9,,0,Houston Christian,31,Texas,82,20221110,37,,,Hartford,1,Hartford,,,Miss State,0,1
0,Florida A&M,Portland,Wed Nov  9,,0,Bethune-Cookman,49,Indiana,101,20221110,32,,,Harvard,1,Harvard,,,Miss Val St,0,1
0,Clinton College,Queens,Thu Nov 10,,0,Texas Southern,54,Texas Tech,78,20221110,19.5,,,Hawaii,1,Hawaii,,,Mississippi Univ. For Women,0,1
0,Ouachita Baptist,NW State,Thu Nov 10,,0,North Alabama,84,Alabama A&M,76,20221110,0,,,Hawaii Pacific,1,Hawaii Pacific,,,Missouri St,0,1
0,Baldwin-Wallace College,Kent State,Thu Nov 10,,0,Kansas Christian,49,Tarleton State,95,20221110,NL,,,Hendrix,0,Hendrix College,,,Montana St,0,1
0,St. Thomas (TX),Rice,Thu Nov 10,,0,Clinton College,65,Queens (NC),99,20221110,NL,,,High Point,1,High Point,,,Montana St.-Northern,0,1
0,Lehigh,VA Tech,Thu Nov 10,,0,Ouachita Baptist,68,Northwestern State,79,20221110,15.5,,,Hofstra,1,Hofstra,,,Morehead St,0,1
0,Campbellsville-Harrodsburg,Morehead St,Thu Nov 10,,0,Baldwin-Wallace,55,Kent State,76,20221110,NL,,,Holy Cross,1,Holy Cross,,,Morgan St,0,1
0,Charl South,Ohio State,Thu Nov 10,,0,North Carolina Central,74,Appalachian State,79,20221110,6,,,Holy Names,1,Holy Names,,,Mount Saint Mary College,0,1
0,NC Central,App State,Thu Nov 10,,0,Campbellsville,58,Morehead State,99,20221110,NL,,,Houghton,1,Houghton,,,Mount St. Vincent,0,1
0,Dean,Holy Cross,Thu Nov 10,,0,Charleston Southern,56,Ohio State,82,20221110,26.5,,,Houston,1,Houston,,,Mt St Marys,0,1
0,Lyndon State,Hartford,Thu Nov 10,,0,St. Thomas (TX),48,Rice,85,20221110,NL,,,Howard,1,Howard,,,Murray St,0,1
0,Penn St.-York,Maryland BC,Thu Nov 10,,0,Lehigh,52,Virginia Tech,78,20221110,22,,,Howard Payne,1,Howard Payne,,,N Alabama,0,1
0,Mass Lowell,Columbia,Thu Nov 10,,0,Colgate,77,Brown,68,20221110,-6.5,,,Houston Christian,0,Hsn Christian,,,Bluffton College,0,1
0,Colgate,Brown,Thu Nov 10,,0,Oakland City,49,Chattanooga,93,20221110,NL,,,Huston-Tillotson,1,Huston-Tillotson,,,Bob Jones,0,1
0,Towson,U Mass,Thu Nov 10,,0,Presbyterian,58,The Citadel,70,20221110,3,,,Idaho,1,Idaho,,,Boston Col,0,1
0,W Carolina,Maryland,Thu Nov 10,,0,UMass-Lowell,89,Columbia,62,20221110,-8,,,Idaho State,1,Idaho State,,,Boston U,0,1
0,Sacred Hrt,Rutgers,Thu Nov 10,,0,SUNY Delhi,57,Cornell,114,20221110,NL,,,UIC,0,IL-Chicago,,,Bowling Grn,0,1
0,Loyola-MD,Penn State,Thu Nov 10,,0,Immaculata,67,Delaware State,104,20221110,NL,,,Illinois,1,Illinois,,,Brewton Parker College,0,1
0,Mid-Atlantic Christian,Wm & Mary,Thu Nov 10,,0,Western Kentucky,66,Eastern Kentucky,60,20221110,-7.5,,,Illinois State,0,Illinois St,,,Cal Baptist,0,1
0,W Kentucky,E Kentucky,Thu Nov 10,,0,Florida National University,74,Florida International,95,20221110,NL,,,Illinois Tech,1,Illinois Tech,,,Cal Maritime,0,1
0,Tennessee Wesleyan,TN Tech,Thu Nov 10,,0,Lyndon State,43,Hartford,85,20221110,NL,,,Immaculata,1,Immaculata,,,Cal St Nrdge,0,1
0,Oakland City,Chattanooga,Thu Nov 10,,0,Dean,71,Holy Cross,85,20221110,NL,,,Incarnate Word,0,Incar Word,,,Cal. State - East Bay,0,1
0,Quinnipiac,Stonehill,Thu Nov 10,,0,Dallas Christian,59,Louisiana-Monroe,111,20221110,NL,,,Indiana,1,Indiana,,,Cal. State - Los Angeles,0,1
0,Clark,Merrimack,Thu Nov 10,,0,Western Carolina,51,Maryland,71,20221110,20,,,Indiana State,0,Indiana St,,,Calumet,0,1
0,Florida National,Florida Intl,Thu Nov 10,,0,Penn St. - York,65,UMBC,92,20221110,NL,,,Indianapolis,1,Indianapolis,,,Calvary University,0,1
0,Presbyterian,Citadel,Thu Nov 10,,0,Towson,67,UMass,55,20221110,3,,,Iona,1,Iona,,,Campbellsville-Harrodsburg,0,1
0,Immaculata,Delaware St,Thu Nov 10,,0,Clark (MA),48,Merrimack,64,20221110,NL,,,Iowa,1,Iowa,,,Carlow University,0,1
0,Mid-America Christian,Texas State,Thu Nov 10,,0,Penn State-Allegheny,49,Morgan State,130,20221110,NL,,,Iowa State,1,Iowa State,,,Cazenovia College,0,1
0,SUNY-Delhi,Cornell,Thu Nov 10,,0,Loyola (MD),65,Penn State,90,20221110,18.5,,,Iowa Wesleyan,1,Iowa Wesleyan,,,Centenary,0,1
0,Mississippi Univ. For Women,Troy,Thu Nov 10,,0,Sacred Heart,50,Rutgers,88,20221110,21.5,,,Purdue-Fort Wayne,0,IPFW,,,Centenary (N.J.),0,1
0,Penn St.-New Kensington,VA Military,Thu Nov 10,,0,Southwestern Adventist,33,Sam Houston State,120,20221110,NL,,,Ithaca,0,Ithaca College,,,Central Ark,0,1
0,Goshen,W Michigan,Thu Nov 10,,0,Spring Hill,61,Samford,80,20221110,NL,,,Indiana-South Bend,0,IU-SouthBend,,,Central Conn,0,1
0,Spring Hill,Samford,Thu Nov 10,,0,Gardner-Webb,71,Stephen F. Austin,86,20221110,6,,,IUPUI,1,IUPUI,,,Central Mich,0,1
0,Dallas Christian,LA Monroe,Thu Nov 10,,0,Quinnipiac,102,Stonehill,95,20221110,-11,,,Jackson State,0,Jackson St,,,Charl South,0,1
0,SW Adventist,Sam Hous St,Thu Nov 10,,0,Tennessee Wesleyan,48,Tennessee Tech,82,20221110,NL,,,Jacksonville,1,Jacksonville,,,Chicago St,0,1
0,Penn St.-Allegheny,Morgan St,Thu Nov 10,,0,Mid-America Christian,53,Texas State,71,20221110,NL,,,James Madison,0,James Mad,,,Cincinnati Clermont,0,1
0,Gard-Webb,Ste F Austin,Thu Nov 10,,0,Mississippi University for Women,42,Troy,96,20221110,NL,,,Jarvis Christian,1,Jarvis Christian,,,Citadel,0,1
0,Cleveland St,Cincinnati,Thu Nov 10,,0,Penn State New Kensington,58,VMI,100,20221110,NL,,,Jacksonville State,0,Jksnville St,,,Clark,0,1
0,N Alabama,Alab A&M,Thu Nov 10,,0,Goshen,62,Western Michigan,99,20221110,NL,,,John Brown,1,John Brown,,,Cleveland St,0,1
0,Kansas Christian,Tarleton State,Thu Nov 10,,0,Mid-Atlantic Christian,40,William & Mary,116,20221110,NL,,,John Jay,0,John Jay College,,,Coast Guard Academy,0,1
0,Central Mich,Marquette,Thu Nov 10,,0,Arkansas Baptist,60,Little Rock,71,20221110,NL,,,Johnson & Wales (NC),1,Johnson & Wales (NC),,,Coastal Car,0,1
0,Neb Omaha,Nebraska,Thu Nov 10,,0,Cleveland State,58,Cincinnati,69,20221110,22.5,,,Johnson & Wales (RI),0,Johnson & Wales U. (RI),,,Col Charlestn,0,1
0,N Dakota St,Kansas,Thu Nov 10,,0,Illinois State,54,Eastern Illinois,49,20221110,-10,,,Johnson University,1,Johnson University,,,Colorado St,0,1
0,TX Southern,Texas Tech,Thu Nov 10,,0,Hannibal-LaGrange,58,Lindenwood,85,20221110,NL,,,Kansas,1,Kansas,,,Concord College,0,1
0,Radford,Notre Dame,Thu Nov 10,,0,Central Michigan,73,Marquette,97,20221110,18,,,Kansas Christian,1,Kansas Christian,,,Crowley's Ridge College,0,1
0,Hannibal LaGrange College,Lindenwood,Thu Nov 10,,0,Omaha,61,Nebraska,75,20221110,17.5,,,Kansas State,0,Kansas St,,,Crown College,0,1
0,Illinois St,E Illinois,Thu Nov 10,,0,Radford,76,Notre Dame,79,20221110,18.5,,,Kean,1,Kean,,,CS Bakersfld,0,1
0,S Illinois,Oklahoma St,Thu Nov 10,,0,Southern Illinois,61,Oklahoma State,60,20221110,8,,,Kennesaw State,0,Kennesaw St,,,CS Fullerton,0,1
0,Beth-Cook,Indiana,Thu Nov 10,,0,Northern Arizona,68,Arizona State,84,20221110,16.5,,,Kent State,1,Kent State,,,Abl Christian,0,1
0,Arkansas Baptist,AR Lit Rock,Thu Nov 10,,0,Colorado College,68,Denver,90,20221110,NL,,,Kentucky,1,Kentucky,,,Alab A&M,0,1
0,La Verne,S Utah,Thu Nov 10,,0,Walla Walla,48,Idaho,122,20221110,NL,,,Kentucky Christian,1,Kentucky Christian,,,Alabama St,0,1
0,N Arizona,Arizona St,Thu Nov 10,,0,Westcliff,56,Idaho State,97,20221110,NL,,,Kentucky State,1,Kentucky State,,,Albany,0,1
0,Hsn Christian,Texas,Thu Nov 10,,0,La Verne,55,Southern Utah,117,20221110,NL,,,Keystone,1,Keystone,,,Albertus Magnus College,0,1
0,North Dakota,Creighton,Thu Nov 10,,0,Western Colorado,67,Weber State,83,20221110,NL,,,Knox,1,Knox,,,Alma College,0,1
0,Colorado College,Denver,Thu Nov 10,,0,UC-Riverside,81,Loyola Marymount,79,20221110,6,,,LaGrange,0,La Grange,,,App State,0,1
0,Western State Colorado,Weber State,Thu Nov 10,,0,Vermont,53,Saint Mary's,79,20221110,8.5,,,Louisiana,0,LA Lafayette,,,Arizona St,0,1
0,Westcliff,Idaho State,Thu Nov 10,,0,Cal Poly,48,San Francisco,60,20221110,13.5,,,Louisiana-Monroe,0,LA Monroe,,,Ark Pine Bl,0,1
0,Walla Walla,Idaho,Thu Nov 10,,0,Georgia Southern,62,Santa Clara,78,20221110,12,,,La Salle,1,La Salle,,,Arkansas St,0,1
0,GA Southern,Santa Clara,Thu Nov 10,,0,Nicholls State,68,Wyoming,79,20221110,15.5,,,La Sierra,0,La Sierra University,,,Arlington Baptist College,0,1
0,UC Riverside,Loyola Mymt,Thu Nov 10,,0,Alabama State,58,USC,96,20221110,24,,,Louisiana Tech,0,LA Tech,,,Baldwin-Wallace College,0,1
0,Vermont,St Marys,Thu Nov 10,,0,College of Charleston,86,UNC,102,20221111,19.5,,,La Verne,1,La Verne,,,Belhaven College,0,1
0,Cal Poly,San Francisco,Thu Nov 10,,1,Michigan State,63,Gonzaga,64,20221111,12,,,Lafayette,1,Lafayette,,,Benedictine University (AZ),0,1
0,Nicholls St,Wyoming,Thu Nov 10,,1,Houston,81,St. Joseph's,55,20221111,-22,,,Lamar,1,Lamar,,,Beth-Cook,0,1
0,Alabama St,USC,Thu Nov 10,,0,Duquesne,52,Kentucky,77,20221111,19,,,Lane,0,Lane College,,,Bethesda University,0,1
0,Detroit,Boston Col,Fri Nov 11,,0,Norfolk State,70,Baylor,87,20221111,27,,,LeTourneau,0,Le Tourneau,,,Academy of Art,1,1
0,Fairfield,N Hampshire,Fri Nov 11,,0,USC Upstate,38,Duke,84,20221111,29,,,Lebanon Valley,1,Lebanon Valley,,,Air Force,1,1
0,Florida Christian College,Jacksonville,Fri Nov 11,,0,Long Beach State,69,UCLA,93,20221111,19.5,,,Lees-McRae,1,Lees-McRae,,,Akron,1,1
0,Delaware,Air Force,Fri Nov 11,,0,Fordham,48,Arkansas,74,20221111,19.5,,,Lehigh,1,Lehigh,,,Alabama,1,1
1,UAB,Toledo,Fri Nov 11,,0,Lamar,66,TCU,77,20221111,35.5,,,Lewis & Clark,1,Lewis & Clark,,,Albany State (GA),1,1
1,Fresno St,UCSB,Fri Nov 11,,0,South Florida,59,Auburn,67,20221111,20.5,,,Long Beach State,0,Lg Beach St,,,Alcorn State,1,1
0,Milligan,Mercer,Fri Nov 11,,0,Villanova,64,Temple,68,20221111,-5,,,Liberty,1,Liberty,,,Alice Lloyd,1,1
0,Boston U,Connecticut,Fri Nov 11,,0,Southern,78,Arizona,95,20221111,28.5,,,Life Pacific,1,Life Pacific,,,Allen,1,1
0,Howard,Geo Wshgtn,Fri Nov 11,,0,Monmouth,42,Virginia,89,20221111,24.5,,,Lincoln (PA),0,Lincoln,,,American,1,1
1,Houston,St Josephs,Fri Nov 11,,0,BYU,75,San Diego State,82,20221111,10.5,,,Lincoln (MO),1,Lincoln (MO),,,Anderson (IN),1,1
1,LA Lafayette,Harvard,Fri Nov 11,,0,Liberty,59,Alabama,95,20221111,9.5,,,Lindenwood,1,Lindenwood,,,Anderson (SC),1,1
0,Miami-Hamilton,Stony Brook,Fri Nov 11,,0,UC-Irvine,69,Oregon,56,20221111,15.5,,,Lindsey Wilson,1,Lindsey Wilson,,,Antelope Valley,1,1
0,Hendrix College,Central Ark,Fri Nov 11,,1,Eastern Michigan,83,Michigan,88,20221111,17.5,,,Lipscomb,1,Lipscomb,,,Arcadia,1,1
0,SC Upstate,Duke,Fri Nov 11,,0,Kansas City,48,Illinois,86,20221111,26,,,LIU,1,LIU,,,Arizona,1,1
1,Michigan St,Gonzaga,Fri Nov 11,,0,SMU,62,Dayton,74,20221111,11,,,Longwood,1,Longwood,,,Arkansas,1,1
0,CS Bakersfld,Utah,Fri Nov 11,,0,Milligan,64,Mercer,118,20221111,NL,,,Loras,1,Loras,,,Arkansas Baptist,1,1
0,St Fran (NY),Minnesota,Fri Nov 11,,0,St. Francis (NY),54,Minnesota,72,20221111,15,,,Louisiana College,1,Louisiana College,,,Army,1,1
0,Austin Peay,Purdue,Fri Nov 11,,0,Penn,85,Missouri,92,20221111,11.5,,,Louisville,1,Louisville,,,Auburn,1,1
0,Kansas St,California,Fri Nov 11,,0,Abilene Christian,58,Texas A&M,77,20221111,12.5,,,Lourdes,1,Lourdes,,,Aurora,1,1
0,S Mississippi,Vanderbilt,Fri Nov 11,,0,Bradley,62,Utah State,84,20221111,7.5,,,Loyola (LA),1,Loyola (LA),,,Austin Peay,1,1
0,Fla Atlantic,Mississippi,Fri Nov 11,,0,Yale,74,Eastern Washington,60,20221111,NL,,,Loyola Marymount,0,Loyola Mymt,,,Ave Maria,1,1
0,Kennesaw St,Florida,Fri Nov 11,,0,Florida A&M,43,Oregon State,60,20221111,18.5,,,Loyola (IL),0,Loyola-Chi,,,Ball State,1,1
0,W Virginia,Pittsburgh,Fri Nov 11,,1,Stanford,50,Wisconsin,60,20221111,4,,,Loyola (MD),0,Loyola-MD,,,Baylor,1,1
0,Col Charlestn,N Carolina,Fri Nov 11,,0,Detroit,66,Boston College,70,20221111,9,,,LSU,1,LSU,,,Bellarmine,1,1
0,Campbell,NC State,Fri Nov 11,,0,Fairfield,71,New Hampshire,83,20221111,-6,,,Louisiana State-Alexandria,0,LSU-Alexandria,,,Belmont,1,1
0,NC-Grnsboro,Miami (FL),Fri Nov 11,,0,Johnson (Fl),34,Jacksonville,85,20221111,NL,,,Lynchburg,0,Lynchburg College,,,Bethel (TN),1,1
0,Florida St,Central FL,Fri Nov 11,,0,Delaware,71,Air Force,75,20221111,-1,,,Lyndon State,1,Lyndon State,,,Binghamton,1,1
0,Villanova,Temple,Fri Nov 11,,0,Hendrix,56,Central Arkansas,107,20221111,NL,,,Lynn,1,Lynn,,,Blackburn,1,1
0,Clemson,S Carolina,Fri Nov 11,,1,Fresno State,54,UCSB,61,20221111,2.5,,,Lyon,1,Lyon,,,Blue Mountain College,1,1
0,Belmont,Furman,Fri Nov 11,,0,UAB,85,Toledo,93,20221111,NL,,,Maine,1,Maine,,,Boise State,1,1
0,McNeese St,Tulane,Fri Nov 11,,0,Boston University,57,UConn,86,20221111,19.5,,,Maine-Augusta,1,Maine-Augusta,,,Boyce,1,1
0,Longwood,Geo Mason,Fri Nov 11,,0,Howard,75,George Washington,85,20221111,6,,,Maine-Fort Kent,1,Maine-Fort Kent,,,Bradley,1,1
0,N Iowa,Richmond,Fri Nov 11,,1,Louisiana,75,Harvard,61,20221111,-2.5,,,Manchester,1,Manchester,,,Brandeis,1,1
0,S Methodist,Dayton,Fri Nov 11,,0,Miami-Hamilton,65,Stony Brook,86,20221111,NL,,,Manhattan,1,Manhattan,,,Brescia,1,1
0,Bryant,Dartmouth,Fri Nov 11,,1,Mississippi State,73,Akron,54,20221111,-6,,,Marist,1,Marist,,,Brevard,1,1
0,Old Dominion,Drexel,Fri Nov 11,,0,Kansas State,63,California,54,20221111,-6.5,,,Marquette,1,Marquette,,,Bridgewater (VA),1,1
0,Mt St Marys,Coppin State,Fri Nov 11,,0,Florida State,54,UCF,68,20221111,-2,,,Mars Hill,1,Mars Hill,,,Brown,1,1
0,Methodist,Coastal Car,Fri Nov 11,,0,Methodist,47,Coastal Carolina,110,20221111,NL,,,Marshall,1,Marshall,,,Bryan,1,1
0,Maine-Fort Kent,Maine,Fri Nov 11,,0,Mount St. Mary's,78,Coppin State,83,20221111,-1,,,Mary Baldwin,1,Mary Baldwin,,,Bryant,1,1
0,Allen,NC-Wilmgton,Fri Nov 11,,0,Bryant,89,Dartmouth,70,20221111,-6,,,Mary Hardin-Baylor,1,Mary Hardin-Baylor,,,Bryn Athyn,1,1
0,Iona,Hofstra,Fri Nov 11,,0,Old Dominion,59,Drexel,71,20221111,-2.5,,,Maryland,1,Maryland,,,Bucknell,1,1
1,Akron,Miss State,Fri Nov 11,,0,Kennesaw State,78,Florida,88,20221111,20.5,,,UMBC,0,Maryland BC,,,Buffalo,1,1
0,Bowling Grn,Oakland,Fri Nov 11,,0,Belmont,74,Furman,89,20221111,9,,,Maryland-Eastern Shore,0,Maryland ES,,,Bushnell,1,1
0,Duquesne,Kentucky,Fri Nov 11,,0,Longwood,69,George Mason,83,20221111,8,,,Maryville (TN),1,Maryville (TN),,,Butler,1,1
